1,0.01080545,0.00373935,
2,0.01062473,0.00384649,
3,0.01202247,0.00429,
4,0.016141,0.00504251,
5,0.01476289,0.00625896,
6,0.01645525,0.00791914,
7,0.01450325,0.01004509,
8,0.01450585,0.00995986,
9,0.01455384,0.0097025,
10,0.01569497,0.01029564,
11,0.01364968,0.01042554,
12,0.01368088,0.00987984,
13,0.01631184,0.01007589,
14,0.0159571,0.0101406,
15,0.01406506,0.00996318,
16,0.01545424,0.00986183,
17,0.01411736,0.01016479,
18,0.01449466,0.01055196,
19,0.01603648,0.01059017,
20,0.01449077,0.01006392,
21,0.01403672,0.01035093,
22,0.01401828,0.01049473,
23,0.01392962,0.00996682,
24,0.01344115,0.00992866,
25,0.01447135,0.01041991,
26,0.01340198,0.01055053,
27,0.01327957,0.01030251,
28,0.01332272,0.01053418,
29,0.01584818,0.01027345,
30,0.01505547,0.01048352,
31,0.01637772,0.01105418,
32,0.01546693,0.01113678,
33,0.01280452,0.01133025,
34,0.01598185,0.01136028,
35,0.01278771,0.01122722,
36,0.01266294,0.01137438,
37,0.01351852,0.01169986,
38,0.012988,0.01210814,
39,0.01278604,0.01221834,
40,0.01277992,0.01195258,
41,0.01250714,0.01198829,
42,0.01252214,0.01185642,
43,0.0124203,0.01159401,
44,0.01261942,0.01198132,
45,0.01262104,0.01201949,
46,0.01379335,0.01231042,
47,0.01250293,0.01180187,
48,0.01295253,0.01174327,
49,0.01260279,0.01208469,
50,0.01264566,0.01193923,
51,0.01266266,0.01143267,
52,0.0126408,0.01190336,
53,0.01275325,0.01197299,
54,0.01252,0.01197838,
55,0.01250932,0.0116874,
56,0.01260233,0.0114709,
57,0.01250927,0.01135779,
58,0.01277147,0.01166592,
59,0.01256265,0.01195177,
60,0.01276864,0.01193923,
61,0.01253053,0.01183734,
62,0.01549348,0.01172039,
63,0.0152064,0.01204071,
64,0.01251252,0.01177221,
65,0.01311078,0.01212871,
66,0.01254587,0.01177751,
67,0.01251406,0.01115446,
68,0.02168963,0.01147867,
69,0.02175346,0.01178,
70,0.02207819,0.01227187,
71,0.02169388,0.01201138,
72,0.02189709,0.01265359,
73,0.02379133,0.01242924,
74,0.02361295,0.01414521,
75,0.02361295,0.01359852,
76,0.02385059,0.01445641,
77,0.02507568,0.01497825,
78,0.02418001,0.0155044,
79,0.0249119,0.01658434,
80,0.02419734,0.01721764,
81,0.02421541,0.01734166,
82,0.02418598,0.02041493,
83,0.02416874,0.0201573,
84,0.02418598,0.02210998,
85,0.02433972,0.02225379,
86,0.02433972,0.02048352,
87,0.02568856,0.02039277,
88,0.02568147,0.02099354,
89,0.02622476,0.02030984,
90,0.02608018,0.0199066,
91,0.08008151,0.02314082,
92,0.08656819,0.02551594,
93,0.08862654,0.03034894,
94,0.08833007,0.04756305,
95,0.0903059,0.05689342,
96,0.08885032,0.06864176,
97,0.09240707,0.06961419,
98,0.08875252,0.07636281,
99,0.09129705,0.07024962,
100,0.08926666,0.07405324,
101,0.08786391,0.06786974,
102,0.08979067,0.072832,
103,0.086767,0.0700287,
104,0.08705393,0.06960972,
105,0.08955772,0.07439173,
106,0.09067418,0.07760736,
107,0.09025677,0.07604827,
108,0.08869322,0.07536782,
109,0.08914044,0.07375386,
110,0.08773608,0.07446609,
111,0.09040406,0.07299771,
112,0.09017275,0.07679807,
113,0.08751026,0.07410038,
114,0.08968484,0.07448442,
115,0.0884553,0.06385669,
116,0.08653212,0.06980874,
117,0.09104194,0.07284141,
118,0.08915213,0.07303452,
119,0.09009612,0.0734886,
120,0.08500786,0.07524516,
121,0.0890351,0.06832498,
122,0.08706427,0.06829295,
123,0.0869218,0.07129501,
124,0.09060654,0.07214516,
125,0.08682103,0.0695417,
126,0.08808857,0.07287057,
127,0.0895217,0.07537464,
128,0.08711809,0.07542299,
129,0.08753415,0.0738299,
130,0.09036015,0.07303033,
131,0.0896959,0.07367916,
132,0.08976183,0.0772876,
133,0.09057464,0.07622363,
134,0.08987901,0.07685982,
135,0.08932582,0.07574804,
136,0.08968484,0.07835403,
137,0.08756913,0.07023922,
138,0.08955247,0.07207307,
139,0.08965576,0.07302433,
140,0.08606151,0.07669414,
141,0.08917446,0.07139356,
142,0.08736134,0.07185218,
143,0.08982067,0.07186621,
144,0.08514526,0.06742435,
145,0.0878111,0.06830379,
146,0.08857778,0.06688979,
147,0.0884676,0.06352232,
148,0.0889245,0.07233505,
149,0.08846546,0.07346684,
